instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,Recency
2549,2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.42,0.3881,3,10,13,2,620
2550,2011-04-21,2,0,4,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7,3,620
2551,2011-04-21,2,0,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6,4,620
2552,2011-04-21,2,0,4,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14,5,620
2553,2011-04-21,2,0,4,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75,6,620
2554,2011-04-21,2,0,4,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198,7,620
2555,2011-04-21,2,0,4,0,4,1,2,0.4,0.4091,0.5,0.4925,19,346,365,8,620
2556,2011-04-21,2,0,4,0,4,1,2,0.42,0.4242,0.47,0.2836,18,178,196,9,620
2557,2011-04-21,2,0,4,0,4,1,1,0.42,0.4242,0.44,0.3582,25,73,98,10,620
2558,2011-04-21,2,0,4,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133,11,620
2559,2011-04-21,2,0,4,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199,12,620
2560,2011-04-21,2,0,4,0,4,1,1,0.48,0.4697,0.33,0.3284,55,122,177,13,620
2561,2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.34,0.3881,68,160,228,14,620
2562,2011-04-21,2,0,4,0,4,1,1,0.52,0.5,0.29,0.4179,69,166,235,15,620
2563,2011-04-21,2,0,4,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294,16,620
2564,2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481,17,620
2565,2011-04-21,2,0,4,0,4,1,1,0.5,0.4848,0.25,0.2836,71,381,452,18,620
2566,2011-04-21,2,0,4,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,324,19,620
2567,2011-04-21,2,0,4,0,4,1,1,0.44,0.4394,0.3,0.1343,28,176,204,20,620
2568,2011-04-21,2,0,4,0,4,1,1,0.42,0.4242,0.47,0.194,25,159,184,21,620
2569,2011-04-21,2,0,4,0,4,1,1,0.42,0.4242,0.38,0.0896,31,106,137,22,620
2570,2011-04-21,2,0,4,0,4,1,1,0.4,0.4091,0.43,0.1045,13,86,99,23,620
2571,2011-04-22,2,0,4,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33,0,619
2572,2011-04-22,2,0,4,0,5,1,1,0.36,0.3333,0.53,0.2537,2,22,24,1,619
2573,2011-04-22,2,0,4,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9,2,619
2574,2011-04-22,2,0,4,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2,3,619
2575,2011-04-22,2,0,4,0,5,1,1,0.34,0.3182,0.53,0.2836,1,2,3,4,619
2576,2011-04-22,2,0,4,0,5,1,1,0.34,0.3182,0.53,0.2239,0,16,16,5,619
2577,2011-04-22,2,0,4,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49,6,619
2578,2011-04-22,2,0,4,0,5,1,2,0.34,0.3182,0.53,0.2836,5,175,180,7,619
2579,2011-04-22,2,0,4,0,5,1,2,0.34,0.3182,0.53,0.2537,15,331,346,8,619
2580,2011-04-22,2,0,4,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195,9,619
2581,2011-04-22,2,0,4,0,5,1,2,0.36,0.3485,0.62,0.194,32,104,136,10,619
2582,2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.66,0.194,23,83,106,11,619
2583,2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.76,0.1343,19,61,80,12,619
2584,2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.194,3,37,40,13,619
2585,2011-04-22,2,0,4,0,5,1,3,0.34,0.3182,0.87,0.2537,3,33,36,14,619
2586,2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.194,13,62,75,15,619
2587,2011-04-22,2,0,4,0,5,1,3,0.34,0.3333,0.87,0.1343,4,58,62,16,619
2588,2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2239,6,63,69,17,619
2589,2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2239,4,47,51,18,619
2590,2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.93,0.2239,7,48,55,19,619
2591,2011-04-22,2,0,4,0,5,1,3,0.32,0.303,0.87,0.2239,8,39,47,20,619
2592,2011-04-22,2,0,4,0,5,1,3,0.3,0.303,0.93,0.1642,5,23,28,21,619
2593,2011-04-22,2,0,4,0,5,1,3,0.3,0.303,1.0,0.1343,3,21,24,22,619
2594,2011-04-22,2,0,4,0,5,1,3,0.32,0.3333,0.93,0.1045,0,17,17,23,619
2595,2011-04-23,2,0,4,0,6,0,2,0.32,0.3182,1.0,0.194,0,18,18,0,618
2596,2011-04-23,2,0,4,0,6,0,2,0.32,0.3182,1.0,0.194,5,11,16,1,618
2597,2011-04-23,2,0,4,0,6,0,3,0.32,0.3333,1.0,0.1343,3,14,17,2,618
2598,2011-04-23,2,0,4,0,6,0,3,0.32,0.3333,1.0,0.0896,0,4,4,3,618
2599,2011-04-23,2,0,4,0,6,0,3,0.34,0.3636,1.0,0.194,2,3,5,4,618
2600,2011-04-23,2,0,4,0,6,0,3,0.34,0.3636,1.0,0.194,1,6,7,5,618
2601,2011-04-23,2,0,4,0,6,0,2,0.34,0.3333,1.0,0.1642,0,11,11,6,618
2602,2011-04-23,2,0,4,0,6,0,3,0.34,0.3333,1.0,0.1642,2,17,19,7,618
2603,2011-04-23,2,0,4,0,6,0,2,0.36,0.3333,1.0,0.2537,15,32,47,8,618
2604,2011-04-23,2,0,4,0,6,0,2,0.38,0.3939,0.94,0.2985,13,55,68,9,618
2605,2011-04-23,2,0,4,0,6,0,2,0.42,0.4242,0.88,0.2239,36,93,129,10,618
2606,2011-04-23,2,0,4,0,6,0,2,0.46,0.4545,0.88,0.2239,68,164,232,11,618
2607,2011-04-23,2,0,4,0,6,0,1,0.52,0.5,0.83,0.4179,94,197,291,12,618
2608,2011-04-23,2,0,4,0,6,0,1,0.52,0.5,0.83,0.3881,126,186,312,13,618
2609,2011-04-23,2,0,4,0,6,0,1,0.58,0.5455,0.78,0.3582,182,209,391,14,618
2610,2011-04-23,2,0,4,0,6,0,1,0.6,0.5909,0.73,0.3881,171,226,397,15,618
2611,2011-04-23,2,0,4,0,6,0,1,0.6,0.5909,0.73,0.2836,180,246,426,16,618
2612,2011-04-23,2,0,4,0,6,0,1,0.6,0.5909,0.73,0.3284,168,215,383,17,618
2613,2011-04-23,2,0,4,0,6,0,1,0.58,0.5455,0.78,0.194,149,227,376,18,618
2614,2011-04-23,2,0,4,0,6,0,1,0.56,0.5303,0.83,0.2836,84,199,283,19,618
2615,2011-04-23,2,0,4,0,6,0,2,0.54,0.5152,0.88,0.2537,45,138,183,20,618
2616,2011-04-23,2,0,4,0,6,0,2,0.56,0.5303,0.83,0.2836,32,103,135,21,618
2617,2011-04-23,2,0,4,0,6,0,2,0.58,0.5455,0.78,0.2537,55,114,169,22,618
2618,2011-04-23,2,0,4,0,6,0,2,0.54,0.5152,0.88,0.1642,31,86,117,23,618
2619,2011-04-24,2,0,4,0,0,0,1,0.52,0.5,0.83,0.2239,30,66,96,0,617
2620,2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.88,0.194,14,40,54,1,617
2621,2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.88,0.194,27,45,72,2,617
2622,2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.94,0.0896,4,20,24,3,617
2623,2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.94,0.0896,0,5,5,4,617
2624,2011-04-24,2,0,4,0,0,0,1,0.5,0.4848,0.94,0.0896,5,7,12,5,617
2625,2011-04-24,2,0,4,0,0,0,2,0.5,0.4848,1.0,0.194,10,3,13,6,617
2626,2011-04-24,2,0,4,0,0,0,2,0.5,0.4848,1.0,0.194,16,11,27,7,617
2627,2011-04-24,2,0,4,0,0,0,1,0.52,0.5,0.94,0.2239,38,42,80,8,617
2628,2011-04-24,2,0,4,0,0,0,1,0.56,0.5303,0.88,0.2537,73,104,177,9,617
2629,2011-04-24,2,0,4,0,0,0,1,0.6,0.5758,0.78,0.1642,118,171,289,10,617
2630,2011-04-24,2,0,4,0,0,0,1,0.66,0.6212,0.65,0.1343,124,193,317,11,617
2631,2011-04-24,2,0,4,0,0,0,1,0.68,0.6364,0.65,0.2537,168,220,388,12,617
2632,2011-04-24,2,0,4,0,0,0,1,0.7,0.6515,0.58,0.2836,205,236,441,13,617
2633,2011-04-24,2,0,4,0,0,0,1,0.7,0.6515,0.54,0.3284,197,223,420,14,617
2634,2011-04-24,2,0,4,0,0,0,1,0.66,0.6212,0.61,0.2537,167,202,369,15,617
2635,2011-04-24,2,0,4,0,0,0,1,0.74,0.6667,0.48,0.3881,162,197,359,16,617
2636,2011-04-24,2,0,4,0,0,0,1,0.66,0.6212,0.65,0.2985,142,189,331,17,617
2637,2011-04-24,2,0,4,0,0,0,1,0.64,0.6061,0.69,0.1642,96,174,270,18,617
2638,2011-04-24,2,0,4,0,0,0,3,0.6,0.5606,0.83,0.2836,62,132,194,19,617
2639,2011-04-24,2,0,4,0,0,0,3,0.6,0.5606,0.83,0.2836,34,71,105,20,617
2640,2011-04-24,2,0,4,0,0,0,3,0.54,0.5152,0.94,0.1642,8,53,61,21,617
2641,2011-04-24,2,0,4,0,0,0,3,0.54,0.5152,1.0,0.1642,5,40,45,22,617
2642,2011-04-24,2,0,4,0,0,0,3,0.54,0.5152,1.0,0.0896,5,37,42,23,617
2643,2011-04-25,2,0,4,0,1,1,3,0.52,0.5,1.0,0.194,2,10,12,0,616
2644,2011-04-25,2,0,4,0,1,1,1,0.54,0.5152,1.0,0.0896,2,8,10,1,616
2645,2011-04-25,2,0,4,0,1,1,1,0.54,0.5152,1.0,0.0896,1,9,10,2,616
2646,2011-04-25,2,0,4,0,1,1,2,0.5,0.4848,1.0,0.1045,2,8,10,3,616
2647,2011-04-25,2,0,4,0,1,1,2,0.52,0.5,1.0,0.194,1,4,5,4,616
2648,2011-04-25,2,0,4,0,1,1,2,0.46,0.4545,1.0,0.194,3,14,17,5,616
2649,2011-04-25,2,0,4,0,1,1,2,0.5,0.4848,1.0,0.194,7,59,66,6,616
2650,2011-04-25,2,0,4,0,1,1,2,0.52,0.5,1.0,0.0896,13,183,196,7,616
2651,2011-04-25,2,0,4,0,1,1,1,0.56,0.5303,0.88,0.1045,27,326,353,8,616
2652,2011-04-25,2,0,4,0,1,1,1,0.6,0.5606,0.83,0.1343,27,147,174,9,616
2653,2011-04-25,2,0,4,0,1,1,1,0.64,0.6061,0.73,0.2239,61,64,125,10,616
2654,2011-04-25,2,0,4,0,1,1,1,0.64,0.6061,0.73,0.2239,53,94,147,11,616
2655,2011-04-25,2,0,4,0,1,1,1,0.66,0.6212,0.74,0.2537,48,140,188,12,616
2656,2011-04-25,2,0,4,0,1,1,1,0.7,0.6515,0.65,0.2239,57,146,203,13,616
2657,2011-04-25,2,0,4,0,1,1,1,0.72,0.6667,0.54,0.2239,47,99,146,14,616
2658,2011-04-25,2,0,4,0,1,1,1,0.74,0.6667,0.51,0.2239,50,125,175,15,616
2659,2011-04-25,2,0,4,0,1,1,1,0.7,0.6515,0.54,0.3582,41,198,239,16,616
2660,2011-04-25,2,0,4,0,1,1,1,0.7,0.6515,0.54,0.2985,80,441,521,17,616
2661,2011-04-25,2,0,4,0,1,1,1,0.68,0.6364,0.57,0.3582,74,425,499,18,616
2662,2011-04-25,2,0,4,0,1,1,1,0.66,0.6212,0.57,0.3284,62,320,382,19,616
2663,2011-04-25,2,0,4,0,1,1,1,0.66,0.6212,0.61,0.2836,42,195,237,20,616
2664,2011-04-25,2,0,4,0,1,1,1,0.62,0.6061,0.69,0.2537,41,149,190,21,616
2665,2011-04-25,2,0,4,0,1,1,1,0.6,0.5909,0.73,0.2985,23,83,106,22,616
2666,2011-04-25,2,0,4,0,1,1,1,0.58,0.5455,0.78,0.2836,9,53,62,23,616
2667,2011-04-26,2,0,4,0,2,1,1,0.62,0.6061,0.69,0.2836,10,17,27,0,615
2668,2011-04-26,2,0,4,0,2,1,1,0.62,0.5909,0.73,0.2836,16,5,21,1,615
2669,2011-04-26,2,0,4,0,2,1,1,0.56,0.5303,0.83,0.3284,17,9,26,2,615
2670,2011-04-26,2,0,4,0,2,1,1,0.54,0.5152,0.88,0.2836,17,4,21,3,615
2671,2011-04-26,2,0,4,0,2,1,1,0.56,0.5303,0.83,0.2537,2,4,6,4,615
2672,2011-04-26,2,0,4,0,2,1,1,0.54,0.5152,0.88,0.2537,0,16,16,5,615
2673,2011-04-26,2,0,4,0,2,1,1,0.56,0.5303,0.88,0.2239,0,80,80,6,615
2674,2011-04-26,2,0,4,0,2,1,1,0.58,0.5455,0.83,0.2985,16,254,270,7,615
2675,2011-04-26,2,0,4,0,2,1,1,0.58,0.5455,0.83,0.2985,32,417,449,8,615
2676,2011-04-26,2,0,4,0,2,1,1,0.64,0.6061,0.73,0.3582,35,164,199,9,615
2677,2011-04-26,2,0,4,0,2,1,1,0.66,0.6212,0.69,0.3582,22,98,120,10,615
2678,2011-04-26,2,0,4,0,2,1,1,0.68,0.6364,0.65,0.3881,40,132,172,11,615
2679,2011-04-26,2,0,4,0,2,1,1,0.7,0.6515,0.61,0.4179,40,146,186,12,615
2680,2011-04-26,2,0,4,0,2,1,1,0.74,0.6667,0.51,0.4478,37,139,176,13,615
2681,2011-04-26,2,0,4,0,2,1,1,0.72,0.6667,0.58,0.3284,40,115,155,14,615
2682,2011-04-26,2,0,4,0,2,1,1,0.7,0.6515,0.61,0.3582,34,119,153,15,615
2683,2011-04-26,2,0,4,0,2,1,1,0.7,0.6515,0.58,0.3881,40,251,291,16,615
2684,2011-04-26,2,0,4,0,2,1,1,0.68,0.6364,0.61,0.3582,66,455,521,17,615
2685,2011-04-26,2,0,4,0,2,1,1,0.68,0.6364,0.65,0.4478,65,463,528,18,615
2686,2011-04-26,2,0,4,0,2,1,1,0.64,0.6061,0.73,0.4179,42,286,328,19,615
2687,2011-04-26,2,0,4,0,2,1,1,0.64,0.6061,0.73,0.3582,35,199,234,20,615
2688,2011-04-26,2,0,4,0,2,1,1,0.62,0.5909,0.78,0.2836,33,162,195,21,615
2689,2011-04-26,2,0,4,0,2,1,2,0.6,0.5606,0.83,0.194,32,116,148,22,615
2690,2011-04-26,2,0,4,0,2,1,2,0.6,0.5606,0.83,0.2239,7,71,78,23,615
2691,2011-04-27,2,0,4,0,3,1,1,0.6,0.5606,0.83,0.2239,3,24,27,0,614
2692,2011-04-27,2,0,4,0,3,1,1,0.6,0.5606,0.83,0.2537,2,15,17,1,614
2693,2011-04-27,2,0,4,0,3,1,1,0.58,0.5455,0.88,0.2537,0,5,5,2,614
2694,2011-04-27,2,0,4,0,3,1,2,0.58,0.5455,0.88,0.2836,3,4,7,3,614
2695,2011-04-27,2,0,4,0,3,1,1,0.56,0.5303,0.94,0.2239,0,6,6,4,614
2696,2011-04-27,2,0,4,0,3,1,2,0.56,0.5303,0.94,0.2537,1,16,17,5,614
2697,2011-04-27,2,0,4,0,3,1,1,0.56,0.5303,0.94,0.2537,5,79,84,6,614
2698,2011-04-27,2,0,4,0,3,1,2,0.58,0.5455,0.88,0.2836,17,229,246,7,614
2699,2011-04-27,2,0,4,0,3,1,2,0.58,0.5455,0.88,0.3284,31,413,444,8,614
2700,2011-04-27,2,0,4,0,3,1,2,0.6,0.5455,0.88,0.4179,20,161,181,9,614
2701,2011-04-27,2,0,4,0,3,1,2,0.62,0.5758,0.83,0.2836,26,66,92,10,614
2702,2011-04-27,2,0,4,0,3,1,2,0.64,0.5909,0.78,0.2836,53,103,156,11,614
2703,2011-04-27,2,0,4,0,3,1,1,0.66,0.6061,0.78,0.3284,38,135,173,12,614
2704,2011-04-27,2,0,4,0,3,1,1,0.64,0.5909,0.78,0.2985,31,119,150,13,614
2705,2011-04-27,2,0,4,0,3,1,1,0.68,0.6364,0.74,0.2836,29,119,148,14,614
2706,2011-04-27,2,0,4,0,3,1,1,0.7,0.6515,0.65,0.4925,18,120,138,15,614
2707,2011-04-27,2,0,4,0,3,1,1,0.7,0.6515,0.7,0.3881,29,189,218,16,614
2708,2011-04-27,2,0,4,0,3,1,3,0.66,0.6061,0.83,0.3881,63,458,521,17,614
2709,2011-04-27,2,0,4,0,3,1,3,0.66,0.6061,0.83,0.3881,46,366,412,18,614
2710,2011-04-27,2,0,4,0,3,1,1,0.62,0.5909,0.78,0.2836,40,220,260,19,614
2711,2011-04-27,2,0,4,0,3,1,1,0.64,0.5758,0.83,0.3284,30,188,218,20,614
2712,2011-04-27,2,0,4,0,3,1,1,0.62,0.5606,0.88,0.2836,19,126,145,21,614
2713,2011-04-27,2,0,4,0,3,1,2,0.62,0.5606,0.88,0.3284,18,111,129,22,614
2714,2011-04-27,2,0,4,0,3,1,2,0.62,0.5606,0.88,0.3582,25,53,78,23,614
2715,2011-04-28,2,0,4,0,4,1,1,0.64,0.5909,0.78,0.3582,13,41,54,0,613
2716,2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.3881,8,12,20,1,613
2717,2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.4478,14,7,21,2,613
2718,2011-04-28,2,0,4,0,4,1,2,0.64,0.5909,0.78,0.3881,2,1,3,3,613
2719,2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.4179,4,5,9,4,613
2720,2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.3881,0,13,13,5,613
2721,2011-04-28,2,0,4,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86,6,613
2722,2011-04-28,2,0,4,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215,7,613
2723,2011-04-28,2,0,4,0,4,1,2,0.66,0.6061,0.78,0.4478,31,367,398,8,613
2724,2011-04-28,2,0,4,0,4,1,3,0.62,0.5606,0.88,0.3284,18,165,183,9,613
2725,2011-04-28,2,0,4,0,4,1,2,0.62,0.5606,0.88,0.2836,9,45,54,10,613
2726,2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.2836,10,74,84,11,613
2727,2011-04-28,2,0,4,0,4,1,2,0.62,0.5909,0.78,0.2537,23,84,107,12,613
2728,2011-04-28,2,0,4,0,4,1,2,0.62,0.5758,0.83,0.2985,18,103,121,13,613
2729,2011-04-28,2,0,4,0,4,1,1,0.62,0.5758,0.83,0.2985,21,121,142,14,613
2730,2011-04-28,2,0,4,0,4,1,1,0.66,0.6212,0.69,0.3284,46,117,163,15,613
2731,2011-04-28,2,0,4,0,4,1,1,0.62,0.5909,0.78,0.2537,42,228,270,16,613
2732,2011-04-28,2,0,4,0,4,1,1,0.64,0.6212,0.47,0.3582,49,406,455,17,613
2733,2011-04-28,2,0,4,0,4,1,1,0.64,0.6212,0.47,0.3582,44,486,530,18,613
2734,2011-04-28,2,0,4,0,4,1,1,0.62,0.6212,0.43,0.2985,57,347,404,19,613
2735,2011-04-28,2,0,4,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269,20,613
2736,2011-04-28,2,0,4,0,4,1,1,0.56,0.5303,0.46,0.1343,27,167,194,21,613
2737,2011-04-28,2,0,4,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,153,22,613
2738,2011-04-28,2,0,4,0,4,1,1,0.54,0.5152,0.39,0.0896,29,81,110,23,613
2739,2011-04-29,2,0,4,0,5,1,1,0.52,0.5,0.39,0.2836,11,37,48,0,612
2740,2011-04-29,2,0,4,0,5,1,1,0.5,0.4848,0.45,0.0896,10,21,31,1,612
2741,2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.63,0.1045,2,8,10,2,612
2742,2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.59,0.0896,1,4,5,3,612
2743,2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.51,0.1343,0,6,6,4,612
2744,2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.47,0.1343,0,25,25,5,612
2745,2011-04-29,2,0,4,0,5,1,1,0.5,0.4848,0.45,0.2836,4,67,71,6,612
2746,2011-04-29,2,0,4,0,5,1,1,0.52,0.5,0.42,0.194,18,222,240,7,612
2747,2011-04-29,2,0,4,0,5,1,1,0.54,0.5152,0.39,0.2985,35,386,421,8,612
2748,2011-04-29,2,0,4,0,5,1,1,0.54,0.5152,0.39,0.3284,45,185,230,9,612
2749,2011-04-29,2,0,4,0,5,1,1,0.56,0.5303,0.4,0.2836,57,99,156,10,612
2750,2011-04-29,2,0,4,0,5,1,1,0.6,0.6212,0.38,0.2239,49,108,157,11,612
2751,2011-04-29,2,0,4,0,5,1,1,0.56,0.5303,0.37,0.2836,63,160,223,12,612
2752,2011-04-29,2,0,4,0,5,1,1,0.56,0.5303,0.37,0.2985,74,234,308,13,612
2753,2011-04-29,2,0,4,0,5,1,1,0.6,0.6212,0.35,0.3284,58,190,248,14,612
2754,2011-04-29,2,0,4,0,5,1,2,0.56,0.5303,0.4,0.2985,77,175,252,15,612
2755,2011-04-29,2,0,4,0,5,1,2,0.54,0.5152,0.42,0.3582,59,240,299,16,612
2756,2011-04-29,2,0,4,0,5,1,2,0.52,0.5,0.45,0.3881,75,433,508,17,612
2757,2011-04-29,2,0,4,0,5,1,1,0.52,0.5,0.48,0.3582,55,384,439,18,612
2758,2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.55,0.3284,40,230,270,19,612
2759,2011-04-29,2,0,4,0,5,1,1,0.48,0.4697,0.48,0.2239,34,160,194,20,612
2760,2011-04-29,2,0,4,0,5,1,1,0.46,0.4545,0.51,0.194,50,145,195,21,612
2761,2011-04-29,2,0,4,0,5,1,1,0.42,0.4242,0.58,0.1642,36,110,146,22,612
2762,2011-04-29,2,0,4,0,5,1,2,0.44,0.4394,0.54,0.0896,25,88,113,23,612
2763,2011-04-30,2,0,4,0,6,0,2,0.44,0.4394,0.54,0.2537,33,73,106,0,611
2764,2011-04-30,2,0,4,0,6,0,2,0.44,0.4394,0.54,0.1642,15,59,74,1,611
2765,2011-04-30,2,0,4,0,6,0,2,0.44,0.4394,0.54,0.2239,12,53,65,2,611
2766,2011-04-30,2,0,4,0,6,0,2,0.42,0.4242,0.54,0.194,4,13,17,3,611
2767,2011-04-30,2,0,4,0,6,0,2,0.42,0.4242,0.54,0.2239,2,5,7,4,611
2768,2011-04-30,2,0,4,0,6,0,1,0.42,0.4242,0.54,0.3881,3,4,7,5,611
2769,2011-04-30,2,0,4,0,6,0,1,0.4,0.4091,0.58,0.2836,10,11,21,6,611
2770,2011-04-30,2,0,4,0,6,0,1,0.4,0.4091,0.54,0.3881,21,27,48,7,611
2771,2011-04-30,2,0,4,0,6,0,1,0.4,0.4091,0.54,0.2985,21,70,91,8,611
2772,2011-04-30,2,0,4,0,6,0,1,0.44,0.4394,0.51,0.3582,35,121,156,9,611
2773,2011-04-30,2,0,4,0,6,0,1,0.48,0.4697,0.44,0.3881,94,185,279,10,611
2774,2011-04-30,2,0,4,0,6,0,1,0.5,0.4848,0.42,0.3582,120,201,321,11,611
2775,2011-04-30,2,0,4,0,6,0,1,0.52,0.5,0.42,0.3881,178,238,416,12,611
2776,2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.39,0.2985,185,270,455,13,611
2777,2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.39,0.2239,184,268,452,14,611
2778,2011-04-30,2,0,4,0,6,0,1,0.56,0.5303,0.37,0.1343,217,282,499,15,611
2779,2011-04-30,2,0,4,0,6,0,1,0.58,0.5455,0.37,0.194,191,273,464,16,611
2780,2011-04-30,2,0,4,0,6,0,1,0.56,0.5303,0.43,0.1343,162,245,407,17,611
2781,2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.43,0.1343,134,237,371,18,611
2782,2011-04-30,2,0,4,0,6,0,1,0.54,0.5152,0.43,0.1343,150,237,387,19,611
2783,2011-04-30,2,0,4,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224,20,611
2784,2011-04-30,2,0,4,0,6,0,1,0.44,0.4394,0.62,0.1343,58,119,177,21,611
2785,2011-04-30,2,0,4,0,6,0,1,0.44,0.4394,0.67,0.1045,37,106,143,22,611
2786,2011-04-30,2,0,4,0,6,0,1,0.44,0.4394,0.67,0.1045,34,91,125,23,611
2787,2011-05-01,2,0,5,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96,0,610
2788,2011-05-01,2,0,5,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59,1,610
2789,2011-05-01,2,0,5,0,0,0,1,0.42,0.4242,0.77,0.1045,7,43,50,2,610
2790,2011-05-01,2,0,5,0,0,0,1,0.4,0.4091,0.82,0.1045,8,15,23,3,610
2791,2011-05-01,2,0,5,0,0,0,1,0.4,0.4091,0.76,0.1045,6,11,17,4,610
2792,2011-05-01,2,0,5,0,0,0,1,0.4,0.4091,0.82,0.0896,0,10,10,5,610
2793,2011-05-01,2,0,5,0,0,0,2,0.4,0.4091,0.82,0.0896,4,9,13,6,610
2794,2011-05-01,2,0,5,0,0,0,2,0.42,0.4242,0.77,0.0896,7,26,33,7,610
2795,2011-05-01,2,0,5,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59,8,610
2796,2011-05-01,2,0,5,0,0,0,2,0.46,0.4545,0.72,0.1343,45,96,141,9,610
2797,2011-05-01,2,0,5,0,0,0,2,0.48,0.4697,0.63,0.194,109,155,264,10,610
2798,2011-05-01,2,0,5,0,0,0,1,0.46,0.4545,0.82,0.1045,109,141,250,11,610
2799,2011-05-01,2,0,5,0,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281,12,610
2800,2011-05-01,2,0,5,0,0,0,2,0.5,0.4848,0.63,0.1642,123,209,332,13,610
2801,2011-05-01,2,0,5,0,0,0,2,0.5,0.4848,0.68,0.1045,85,153,238,14,610
2802,2011-05-01,2,0,5,0,0,0,2,0.5,0.4848,0.72,0.194,113,153,266,15,610
2803,2011-05-01,2,0,5,0,0,0,2,0.5,0.4848,0.72,0.194,75,139,214,16,610
2804,2011-05-01,2,0,5,0,0,0,2,0.48,0.4697,0.82,0.2537,60,136,196,17,610
2805,2011-05-01,2,0,5,0,0,0,2,0.46,0.4545,0.82,0.0896,33,126,159,18,610
2806,2011-05-01,2,0,5,0,0,0,2,0.46,0.4545,0.84,0.1045,47,131,178,19,610
2807,2011-05-01,2,0,5,0,0,0,2,0.46,0.4545,0.82,0.194,35,86,121,20,610
2808,2011-05-01,2,0,5,0,0,0,2,0.46,0.4545,0.82,0.194,23,82,105,21,610
2809,2011-05-01,2,0,5,0,0,0,2,0.46,0.4545,0.82,0.194,32,68,100,22,610
2810,2011-05-01,2,0,5,0,0,0,1,0.46,0.4545,0.77,0.194,64,82,146,23,610
2811,2011-05-02,2,0,5,0,1,1,1,0.46,0.4545,0.72,0.1343,68,109,177,0,609
2812,2011-05-02,2,0,5,0,1,1,1,0.46,0.4545,0.72,0.1343,41,73,114,1,609
2813,2011-05-02,2,0,5,0,1,1,2,0.44,0.4394,0.77,0.2239,16,19,35,2,609
2814,2011-05-02,2,0,5,0,1,1,1,0.44,0.4394,0.77,0.1343,9,7,16,3,609
2815,2011-05-02,2,0,5,0,1,1,1,0.44,0.4394,0.77,0.1642,9,8,17,4,609
2816,2011-05-02,2,0,5,0,1,1,2,0.44,0.4394,0.77,0.1343,4,16,20,5,609
